record_date,batch_id,product_name,inspection_stage,inspection_score,inspection_result,deviation_severity,open_ncrs_count,capa_pending_count,capa_critical_count,capa_major_count,audit_score_pct,previous_audit_score_pct,deviation_critical_count,deviation_major_count,deviation_minor_count,audit1_name,audit1_department,audit1_date,audit1_priority,audit2_name,audit2_department,audit2_date,audit2_priority,audit3_name,audit3_department,audit3_date,audit3_priority
2026-04-17,BTC-20260417-003,Amoxicillin 500mg,In-Process,99,Pass,None,3,1,0,0,92.7,93.9,0,1,3,Internal GMP Audit,Manufacturing,2026-04-19,High,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low
2026-04-18,BTC-20260418-001,Omeprazole 20mg,In-Process,99,Pass,None,6,2,0,0,92.6,92.7,0,1,3,Internal GMP Audit,Manufacturing,2026-04-19,High,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low
2026-04-18,BTC-20260418-002,Ibuprofen 400mg,In-Process,93,Pass,Minor,6,2,0,0,92.6,92.7,0,1,3,Internal GMP Audit,Manufacturing,2026-04-19,High,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low
2026-04-18,BTC-20260418-003,Cetirizine 10mg,Final Release,98,Pass,Minor,6,2,0,0,92.6,92.7,0,1,3,Internal GMP Audit,Manufacturing,2026-04-19,High,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low
2026-04-18,BTC-20260418-004,Ciprofloxacin 500mg,Final Release,99,Pass,None,6,2,0,0,92.6,92.7,0,1,3,Internal GMP Audit,Manufacturing,2026-04-19,High,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low
2026-04-19,BTC-20260419-001,Paracetamol 650mg,Final Release,99,Pass,None,3,0,0,0,94.6,93.4,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-19,BTC-20260419-002,Ibuprofen 400mg,Final Release,97,Pass,Minor,3,0,0,0,94.6,93.4,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-19,BTC-20260419-003,Metformin 1g,Incoming,96,Pass,Minor,3,0,0,0,94.6,93.4,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-19,BTC-20260419-004,Azithromycin 250mg,In-Process,90,Cond.Pass,Major,3,0,0,0,94.6,93.4,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-20,BTC-20260420-001,Azithromycin 250mg,In-Process,94,Pass,None,4,1,0,1,94.1,94.6,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-20,BTC-20260420-002,Omeprazole 20mg,Incoming,96,Pass,None,4,1,0,1,94.1,94.6,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-20,BTC-20260420-003,Paracetamol 650mg,Final Release,97,Pass,None,4,1,0,1,94.1,94.6,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-20,BTC-20260420-004,Ibuprofen 400mg,In-Process,97,Pass,None,4,1,0,1,94.1,94.6,0,1,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-21,BTC-20260421-001,Paracetamol 650mg,Incoming,83,Cond.Pass,Minor,7,1,1,0,94.3,94.1,1,0,3,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-21,BTC-20260421-002,Amlodipine 5mg,Final Release,94,Pass,None,7,1,1,0,94.3,94.1,1,0,3,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-21,BTC-20260421-003,Ibuprofen 400mg,In-Process,95,Pass,Minor,7,1,1,0,94.3,94.1,1,0,3,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-21,BTC-20260421-004,Amoxicillin 500mg,In-Process,97,Pass,None,7,1,1,0,94.3,94.1,1,0,3,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-21,BTC-20260421-005,Metformin 1g,In-Process,97,Pass,Minor,7,1,1,0,94.3,94.1,1,0,3,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-22,BTC-20260422-001,Amoxicillin 500mg,Final Release,98,Pass,None,3,0,0,0,94.3,94.3,0,0,7,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-22,BTC-20260422-002,Paracetamol 650mg,Incoming,100,Pass,None,3,0,0,0,94.3,94.3,0,0,7,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-22,BTC-20260422-003,Omeprazole 20mg,Stability,96,Pass,Minor,3,0,0,0,94.3,94.3,0,0,7,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-22,BTC-20260422-004,Ibuprofen 400mg,Incoming,95,Pass,None,3,0,0,0,94.3,94.3,0,0,7,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-22,BTC-20260422-005,Cetirizine 10mg,In-Process,99,Pass,None,3,0,0,0,94.3,94.3,0,0,7,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-001,Azithromycin 250mg,In-Process,85,Fail,Major,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-002,Cetirizine 10mg,Incoming,91,Pass,None,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-003,Atorvastatin 20mg,In-Process,94,Pass,None,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-004,Amlodipine 5mg,Final Release,91,Pass,None,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-005,Ibuprofen 400mg,In-Process,85,Cond.Pass,Major,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-006,Paracetamol 650mg,Stability,89,Pass,Minor,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-23,BTC-20260423-007,Omeprazole 20mg,Incoming,86,Cond.Pass,Major,2,3,0,3,90.9,94.3,0,4,8,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-24,BTC-20260424-001,Omeprazole 20mg,Final Release,97,Pass,Minor,6,2,0,0,92.0,93.0,0,0,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-24,BTC-20260424-002,Amoxicillin 500mg,In-Process,98,Pass,Minor,6,2,0,0,92.0,93.0,0,0,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-24,BTC-20260424-003,Cetirizine 10mg,In-Process,98,Pass,Minor,6,2,0,0,92.0,93.0,0,0,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-24,BTC-20260424-004,Amlodipine 5mg,Stability,99,Pass,None,6,2,0,0,92.0,93.0,0,0,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-24,BTC-20260424-005,Metformin 1g,Final Release,95,Pass,None,6,2,0,0,92.0,93.0,0,0,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-25,BTC-20260425-001,Ibuprofen 400mg,Stability,96,Pass,Minor,0,1,0,1,92.2,92.0,0,1,6,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-25,BTC-20260425-002,Azithromycin 250mg,In-Process,95,Pass,None,0,1,0,1,92.2,92.0,0,1,6,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-25,BTC-20260425-003,Ciprofloxacin 500mg,Final Release,93,Pass,None,0,1,0,1,92.2,92.0,0,1,6,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-25,BTC-20260425-004,Amlodipine 5mg,Final Release,96,Pass,None,0,1,0,1,92.2,92.0,0,1,6,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-26,BTC-20260426-001,Amlodipine 5mg,Incoming,94,Pass,None,4,2,0,0,91.4,92.2,0,1,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-26,BTC-20260426-002,Atorvastatin 20mg,Stability,96,Pass,None,4,2,0,0,91.4,92.2,0,1,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-26,BTC-20260426-003,Cetirizine 10mg,In-Process,96,Pass,None,4,2,0,0,91.4,92.2,0,1,1,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-27,BTC-20260427-001,Ciprofloxacin 500mg,Final Release,95,Pass,Minor,2,1,0,0,90.6,91.4,0,0,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-27,BTC-20260427-002,Paracetamol 650mg,Final Release,96,Pass,None,2,1,0,0,90.6,91.4,0,0,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-27,BTC-20260427-003,Amlodipine 5mg,Stability,97,Pass,None,2,1,0,0,90.6,91.4,0,0,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-27,BTC-20260427-004,Ibuprofen 400mg,Stability,100,Pass,None,2,1,0,0,90.6,91.4,0,0,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-27,BTC-20260427-005,Atorvastatin 20mg,In-Process,90,Cond.Pass,Major,2,1,0,0,90.6,91.4,0,0,5,Annual Regulatory Audit,QA Department,2026-04-28,High,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium
2026-04-28,BTC-20260428-001,Metformin 1g,Final Release,99,Pass,None,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-28,BTC-20260428-002,Amlodipine 5mg,Final Release,96,Pass,None,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-28,BTC-20260428-003,Cetirizine 10mg,Incoming,98,Pass,Minor,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-28,BTC-20260428-004,Paracetamol 650mg,Incoming,97,Pass,None,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-28,BTC-20260428-005,Ciprofloxacin 500mg,In-Process,97,Pass,None,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-28,BTC-20260428-006,Azithromycin 250mg,In-Process,93,Pass,Minor,1,1,0,0,90.7,90.6,0,1,1,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-29,BTC-20260429-001,Ibuprofen 400mg,In-Process,86,Cond.Pass,Minor,5,1,1,0,89.3,90.7,1,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-29,BTC-20260429-002,Ciprofloxacin 500mg,In-Process,96,Pass,None,5,1,1,0,89.3,90.7,1,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-29,BTC-20260429-003,Amlodipine 5mg,In-Process,99,Pass,None,5,1,1,0,89.3,90.7,1,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-29,BTC-20260429-004,Azithromycin 250mg,In-Process,90,Pass,Minor,5,1,1,0,89.3,90.7,1,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-29,BTC-20260429-005,Atorvastatin 20mg,In-Process,96,Pass,None,5,1,1,0,89.3,90.7,1,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-30,BTC-20260430-001,Paracetamol 650mg,Final Release,97,Pass,None,3,1,0,1,89.4,89.3,0,1,5,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-30,BTC-20260430-002,Ciprofloxacin 500mg,Incoming,89,Pass,None,3,1,0,1,89.4,89.3,0,1,5,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-30,BTC-20260430-003,Amoxicillin 500mg,Final Release,92,Pass,None,3,1,0,1,89.4,89.3,0,1,5,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-30,BTC-20260430-004,Amlodipine 5mg,In-Process,98,Pass,Minor,3,1,0,1,89.4,89.3,0,1,5,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-04-30,BTC-20260430-005,Cetirizine 10mg,In-Process,95,Pass,Minor,3,1,0,1,89.4,89.3,0,1,5,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-01,BTC-20260501-001,Azithromycin 250mg,Stability,90,Pass,None,6,2,0,0,89.6,89.4,0,0,0,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-01,BTC-20260501-002,Omeprazole 20mg,In-Process,97,Pass,None,6,2,0,0,89.6,89.4,0,0,0,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-01,BTC-20260501-003,Atorvastatin 20mg,Final Release,94,Pass,None,6,2,0,0,89.6,89.4,0,0,0,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-01,BTC-20260501-004,Metformin 1g,Final Release,99,Pass,Minor,6,2,0,0,89.6,89.4,0,0,0,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-01,BTC-20260501-005,Ciprofloxacin 500mg,In-Process,92,Pass,None,6,2,0,0,89.6,89.4,0,0,0,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-02,BTC-20260502-001,Paracetamol 650mg,Incoming,83,Cond.Pass,Major,5,2,0,1,90.1,89.6,0,2,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-02,BTC-20260502-002,Ibuprofen 400mg,Stability,97,Pass,Minor,5,2,0,1,90.1,89.6,0,2,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-02,BTC-20260502-003,Azithromycin 250mg,Stability,90,Pass,Minor,5,2,0,1,90.1,89.6,0,2,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-02,BTC-20260502-004,Omeprazole 20mg,In-Process,95,Pass,Minor,5,2,0,1,90.1,89.6,0,2,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-02,BTC-20260502-005,Amoxicillin 500mg,In-Process,93,Pass,Minor,5,2,0,1,90.1,89.6,0,2,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-03,BTC-20260503-001,Azithromycin 250mg,Stability,79,Cond.Pass,Major,7,4,1,1,89.5,90.1,1,1,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-03,BTC-20260503-002,Ciprofloxacin 500mg,In-Process,91,Cond.Pass,Major,7,4,1,1,89.5,90.1,1,1,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-03,BTC-20260503-003,Cetirizine 10mg,In-Process,97,Pass,None,7,4,1,1,89.5,90.1,1,1,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-03,BTC-20260503-004,Paracetamol 650mg,In-Process,97,Pass,None,7,4,1,1,89.5,90.1,1,1,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-03,BTC-20260503-005,Metformin 1g,Incoming,94,Pass,None,7,4,1,1,89.5,90.1,1,1,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-04,BTC-20260504-001,Amoxicillin 500mg,Stability,99,Pass,None,5,2,0,0,88.7,90.5,0,0,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-04,BTC-20260504-002,Atorvastatin 20mg,In-Process,97,Pass,None,5,2,0,0,88.7,90.5,0,0,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-04,BTC-20260504-003,Cetirizine 10mg,Incoming,99,Pass,None,5,2,0,0,88.7,90.5,0,0,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-04,BTC-20260504-004,Paracetamol 650mg,In-Process,96,Pass,Minor,5,2,0,0,88.7,90.5,0,0,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-04,BTC-20260504-005,Omeprazole 20mg,Incoming,93,Pass,Minor,5,2,0,0,88.7,90.5,0,0,3,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-05,BTC-20260505-001,Omeprazole 20mg,In-Process,91,Cond.Pass,Major,5,0,0,0,87.7,88.7,0,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-05,BTC-20260505-002,Paracetamol 650mg,In-Process,100,Pass,None,5,0,0,0,87.7,88.7,0,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-05,BTC-20260505-003,Atorvastatin 20mg,In-Process,94,Pass,None,5,0,0,0,87.7,88.7,0,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-05,BTC-20260505-004,Ibuprofen 400mg,In-Process,97,Pass,None,5,0,0,0,87.7,88.7,0,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-05,BTC-20260505-005,Azithromycin 250mg,In-Process,85,Cond.Pass,Minor,5,0,0,0,87.7,88.7,0,0,7,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-06,BTC-20260506-001,Ciprofloxacin 500mg,Final Release,89,Pass,Minor,6,2,0,0,87.0,87.7,0,0,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-06,BTC-20260506-002,Cetirizine 10mg,In-Process,97,Pass,None,6,2,0,0,87.0,87.7,0,0,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-06,BTC-20260506-003,Azithromycin 250mg,In-Process,92,Pass,None,6,2,0,0,87.0,87.7,0,0,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-06,BTC-20260506-004,Amlodipine 5mg,In-Process,99,Pass,None,6,2,0,0,87.0,87.7,0,0,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-06,BTC-20260506-005,Ibuprofen 400mg,Final Release,96,Pass,None,6,2,0,0,87.0,87.7,0,0,4,Environmental Monitoring,Quality Control,2026-05-07,Low,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium
2026-05-07,BTC-20260507-001,Amlodipine 5mg,Incoming,99,Pass,Minor,4,2,0,0,87.4,87.0,0,1,1,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium,Internal GMP Audit,Manufacturing,2026-05-16,High
2026-05-07,BTC-20260507-002,Azithromycin 250mg,Final Release,90,Pass,None,4,2,0,0,87.4,87.0,0,1,1,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium,Internal GMP Audit,Manufacturing,2026-05-16,High
2026-05-07,BTC-20260507-003,Metformin 1g,In-Process,99,Pass,Minor,4,2,0,0,87.4,87.0,0,1,1,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium,Internal GMP Audit,Manufacturing,2026-05-16,High
2026-05-07,BTC-20260507-004,Cetirizine 10mg,Final Release,100,Pass,None,4,2,0,0,87.4,87.0,0,1,1,Equipment Qualification,Engineering,2026-05-08,Medium,Supplier Qualification,Procurement,2026-05-13,Medium,Internal GMP Audit,Manufacturing,2026-05-16,High
