record_date,shift,total_units_produced,units_target,capacity_utilization_pct,on_time_delivery_pct,open_issues_count,area_granulation_units,area_compression_units,area_coating_units,area_packaging_units,area_others_units,batch_id,batch_status,total_batches,batches_completed,batches_in_progress,batches_pending,batches_on_hold,granulator_speed_rpm,coater_inlet_temp_celsius,compression_force_kn,humidity_pct_rh,differential_pressure_pa,water_system_toc_ppb,alert_high_count,alert_medium_count,alert_low_count,activity_equipment_calibration_due,activity_preventive_maintenance_due,activity_changeover_scheduled,activity_qc_review_time
2026-02-15,Morning,375279,374288,72.9,75.9,0,125555,111812,80949,56962,1,BT202602151,Pending,25,12,8,3,2,442,57.9,17.8,44.3,11.1,122.1,2,2,4,2,5,3,10:00
2026-02-15,Afternoon,344156,355573,75.9,72.0,1,115691,105303,72762,50398,2,BT202602152,On Hold,23,10,7,2,4,448,57.0,19.8,46.1,11.5,123.7,1,3,4,6,6,1,11:00
2026-02-15,Night,333236,329373,69.2,72.9,0,108679,97020,68854,58681,2,BT202602153,Completed,19,8,5,1,5,447,57.5,17.7,42.2,13.3,137.8,2,0,4,6,1,2,16:00
2026-02-16,Morning,407933,381696,66.1,87.5,4,134562,126292,78591,68487,1,BT202602161,In Progress,23,11,6,2,4,446,55.6,18.3,50.7,10.7,125.5,2,3,4,3,3,1,10:00
2026-02-16,Afternoon,346199,362611,63.9,87.1,4,123006,107925,67884,47381,3,BT202602162,Completed,26,10,7,2,7,437,53.6,18.6,50.8,10.4,127.1,0,2,2,4,3,0,10:00
2026-02-16,Night,335466,335892,63.9,87.1,4,115938,103687,62369,53471,1,BT202602163,Completed,23,10,8,2,3,440,55.3,19.3,50.8,11.9,107.1,1,0,1,4,3,1,15:00
2026-02-17,Morning,413487,386556,62.5,80.8,3,138235,115327,87779,72144,2,BT202602171,In Progress,26,12,8,2,4,433,58.0,20.1,46.9,12.2,120.3,0,1,0,4,3,2,14:15
2026-02-17,Afternoon,379983,367228,62.7,76.3,3,121784,117241,81761,59196,1,BT202602172,Pending,24,10,6,2,6,420,59.5,19.4,42.7,11.3,115.3,0,1,0,3,5,1,10:30
2026-02-17,Night,346507,340169,57.4,75.7,3,115157,98622,72307,60418,3,BT202602173,In Progress,26,9,7,4,6,428,60.3,17.9,43.6,11.5,103.5,1,1,3,6,3,1,10:00
2026-02-18,Morning,361700,372311,52.9,81.3,1,115164,106523,82260,57752,1,BT202602181,Completed,28,11,7,3,7,440,55.5,18.3,43.0,12.7,115.5,0,0,2,3,3,3,11:15
2026-02-18,Afternoon,362761,353695,52.2,81.3,2,129570,103992,73463,55735,1,BT202602182,In Progress,23,8,6,2,7,435,56.2,18.7,49.5,14.2,106.8,0,1,0,1,2,1,09:15
2026-02-18,Night,345432,327633,57.2,82.8,1,105523,103715,78042,58150,2,BT202602183,In Progress,15,6,4,1,4,442,55.2,20.6,46.1,13.0,107.3,0,0,0,2,5,1,14:00
2026-02-19,Morning,396839,397795,63.8,85.9,1,132563,116049,83073,65152,2,BT202602191,In Progress,23,11,7,2,3,450,59.7,19.2,47.4,11.8,105.1,0,0,0,3,4,0,16:30
2026-02-19,Afternoon,385467,377905,58.9,81.6,2,122574,117694,80873,64324,2,BT202602192,In Progress,23,10,7,3,3,455,58.5,18.6,47.3,12.2,108.5,0,1,0,0,4,4,11:15
2026-02-19,Night,352126,350060,60.1,83.6,3,115997,108259,77234,50634,2,BT202602193,In Progress,21,7,6,1,7,461,60.0,18.5,46.0,12.3,109.9,0,0,0,1,1,2,14:30
2026-02-20,Morning,360671,374617,62.8,77.7,3,120404,98355,85728,56182,2,BT202602201,In Progress,31,13,8,3,7,449,56.1,17.2,48.7,10.2,113.4,0,2,1,4,5,1,15:00
2026-02-20,Afternoon,342742,355887,65.8,77.6,4,116660,99518,67872,58689,3,BT202602202,In Progress,23,11,7,3,2,453,54.3,16.0,47.6,10.8,119.6,1,1,3,2,2,2,15:00
2026-02-20,Night,305106,329663,66.5,76.6,3,106983,85956,64411,47754,2,BT202602203,Completed,19,8,4,1,6,458,57.1,19.1,46.3,10.6,105.4,0,2,0,2,4,5,09:15
2026-02-21,Morning,370434,366620,52.8,78.6,3,134815,109302,76465,49850,2,BT202602211,Completed,25,13,6,2,4,451,59.2,17.1,51.7,11.5,108.5,2,2,2,1,1,4,10:00
2026-02-21,Afternoon,384551,348289,52.7,81.4,4,124420,109837,88252,62041,1,BT202602212,Completed,22,8,6,3,5,453,58.9,17.4,48.0,11.7,136.5,0,2,1,1,2,2,10:30
2026-02-21,Night,313303,322626,48.3,78.4,4,111548,88469,65440,47844,2,BT202602213,In Progress,20,10,6,3,1,453,56.2,17.1,47.6,11.8,126.2,1,0,2,3,4,0,09:00
2026-02-22,Morning,394192,374017,73.2,82.8,0,129160,119937,87184,57909,2,BT202602221,On Hold,27,12,6,4,5,460,59.1,16.4,40.4,11.5,137.4,2,0,3,0,0,6,10:00
2026-02-22,Afternoon,340706,355316,70.6,82.4,0,112160,104442,72065,52037,2,BT202602222,In Progress,23,9,7,2,5,460,59.7,17.2,44.1,10.2,115.5,0,1,3,3,4,2,09:45
2026-02-22,Night,326122,329135,66.9,81.5,0,104724,89628,75574,56194,2,BT202602223,On Hold,21,8,5,2,6,462,61.1,17.2,41.4,10.6,141.9,0,2,1,4,2,1,09:00
2026-02-23,Morning,420038,398348,59.0,84.7,4,139072,117172,94750,69042,2,BT202602231,Completed,25,12,9,2,2,441,59.0,16.2,48.3,11.6,124.9,1,1,2,3,0,2,15:00
2026-02-23,Afternoon,394628,378431,55.1,87.9,3,132532,122803,75984,63307,2,BT202602232,In Progress,21,9,7,2,3,447,58.5,15.9,48.2,12.0,124.2,1,3,0,2,0,1,09:30
2026-02-23,Night,366521,350546,61.6,81.4,4,118623,108136,83798,55963,1,BT202602233,On Hold,22,9,4,2,7,444,58.7,15.4,49.0,12.9,133.6,2,2,4,5,2,2,14:00
2026-02-24,Morning,417359,395451,70.2,86.6,3,136929,121762,87663,71003,2,BT202602241,Completed,24,11,7,1,5,446,57.6,18.7,45.5,13.0,114.2,0,0,1,4,2,5,14:00
2026-02-24,Afternoon,348033,375678,65.6,85.3,3,115485,106257,69393,56896,2,BT202602242,In Progress,25,13,7,3,2,436,59.5,17.4,42.3,12.3,111.6,1,0,1,2,2,2,15:00
2026-02-24,Night,356903,347997,74.0,84.4,4,131180,105352,71463,48906,2,BT202602243,Completed,19,8,6,1,4,440,58.7,17.8,43.5,12.3,100.4,0,0,1,0,4,1,15:30
2026-02-25,Morning,404766,390560,65.8,84.3,4,137468,117181,91665,58449,3,BT202602251,Completed,30,16,8,1,5,439,57.6,19.2,41.5,9.8,129.1,0,2,0,1,4,3,15:30
2026-02-25,Afternoon,371532,371032,63.9,81.5,3,128383,107848,84119,51179,3,BT202602252,In Progress,23,9,7,3,4,432,55.5,17.9,44.4,10.0,141.9,1,1,0,4,3,5,10:00
2026-02-25,Night,341853,343692,69.0,80.4,5,113151,100708,69777,58216,1,BT202602253,In Progress,19,7,7,2,3,447,55.8,18.2,43.3,9.7,127.4,0,2,2,2,4,2,15:00
2026-02-26,Morning,401317,392439,65.7,81.6,2,127482,118607,85340,69886,2,BT202602261,Completed,23,8,7,3,5,443,59.9,19.1,47.7,13.3,103.3,2,0,4,2,2,3,10:30
2026-02-26,Afternoon,394913,372817,65.2,83.4,1,132145,116194,84466,62105,3,BT202602262,Completed,23,12,7,2,2,451,61.4,18.0,45.7,12.8,128.5,0,1,1,3,0,2,10:00
2026-02-26,Night,340961,345346,66.9,81.2,2,110941,102876,64241,62902,1,BT202602263,In Progress,21,8,6,1,6,447,59.2,18.2,42.0,11.5,130.4,0,1,0,1,2,4,16:00
2026-02-27,Morning,421701,407687,72.0,85.6,1,143091,120863,95717,62029,1,BT202602271,In Progress,23,11,8,2,2,452,56.6,17.7,46.9,10.4,111.6,0,1,1,1,1,3,16:30
2026-02-27,Afternoon,399239,387303,71.4,84.1,2,136381,122908,85327,54622,1,BT202602272,Completed,20,10,6,2,2,443,57.4,16.3,49.0,13.2,95.0,1,2,1,3,3,0,14:30
2026-02-27,Night,350866,358765,69.6,87.7,1,114595,101507,73701,61060,3,BT202602273,On Hold,18,6,4,2,6,442,55.7,15.5,48.5,12.8,113.5,0,1,2,0,2,6,14:45
2026-02-28,Morning,371849,369987,57.3,86.0,1,126400,108373,77871,59202,3,BT202602281,Completed,26,13,7,2,4,440,59.9,21.2,42.6,14.6,114.5,0,0,2,3,1,3,09:15
2026-02-28,Afternoon,355594,351487,58.7,86.2,1,124036,99767,77604,54186,1,BT202602282,In Progress,25,8,8,3,6,443,58.0,20.5,37.6,13.5,118.0,0,1,1,1,3,0,14:00
2026-02-28,Night,339000,325588,55.7,81.2,2,105799,105629,78268,49302,2,BT202602283,On Hold,22,8,8,2,4,443,59.7,20.0,39.8,13.3,127.8,0,0,4,5,0,6,11:15
2026-03-01,Morning,384127,393810,62.2,89.6,2,129134,113452,81272,60267,2,BT202603011,Completed,23,8,6,3,6,436,59.9,16.9,39.3,11.7,110.7,0,0,1,4,2,4,14:00
2026-03-01,Afternoon,379618,374120,61.4,89.4,1,131889,109121,74852,63755,1,BT202603012,On Hold,23,9,7,1,6,446,57.9,16.1,41.2,11.7,96.4,0,1,1,7,3,2,16:00
2026-03-01,Night,350655,346553,63.0,86.2,3,116145,104904,71103,58501,2,BT202603013,On Hold,19,9,6,3,1,447,59.3,17.1,41.5,13.1,120.6,0,2,1,4,2,0,14:00
2026-03-02,Morning,443494,402968,57.2,91.8,1,146275,139042,95720,62455,2,BT202603021,Completed,29,13,7,2,7,460,56.0,17.6,44.3,11.8,100.8,0,2,1,4,1,2,14:15
2026-03-02,Afternoon,406528,382820,56.8,92.6,1,154159,105889,88765,57713,2,BT202603022,Pending,23,10,6,1,6,447,55.6,18.7,44.3,12.8,113.4,0,2,3,4,4,1,10:00
2026-03-02,Night,327393,354612,56.5,92.1,1,99948,103685,64564,59194,2,BT202603023,Completed,21,9,8,2,2,448,54.7,19.0,40.0,11.3,112.1,1,0,1,6,5,2,11:30
2026-03-03,Morning,459634,424364,76.9,95.9,1,151119,139025,96200,73288,2,BT202603031,In Progress,28,13,8,4,3,449,54.9,18.4,53.2,10.7,120.7,0,3,1,4,4,1,14:45
2026-03-03,Afternoon,404781,403145,75.6,97.0,1,146608,118285,76771,63115,2,BT202603032,Completed,21,9,7,4,1,459,54.5,19.1,51.7,10.6,122.8,1,1,3,4,6,1,09:30
2026-03-03,Night,366617,373440,77.8,96.3,0,121714,108146,78897,57859,1,BT202603033,Completed,20,7,5,3,5,456,54.7,17.0,52.6,11.8,119.9,0,2,1,3,5,3,14:00
2026-03-04,Morning,375054,400229,60.6,84.4,2,126624,113030,75340,60058,2,BT202603041,Completed,24,11,6,2,5,451,57.4,17.9,44.4,12.2,104.9,1,0,1,2,5,1,15:30
2026-03-04,Afternoon,361846,380218,63.3,83.7,2,128091,102198,76262,55293,2,BT202603042,Pending,23,8,6,2,7,453,57.9,18.0,48.5,10.8,108.8,0,0,1,2,5,0,16:15
2026-03-04,Night,325225,352202,59.1,81.6,1,104511,95702,74527,50483,2,BT202603043,Completed,21,10,7,2,2,433,56.8,17.8,44.0,12.0,122.2,0,0,0,2,7,4,15:45
2026-03-05,Morning,385006,403868,65.8,96.1,4,114335,124411,84493,61764,3,BT202603051,On Hold,24,13,6,2,3,458,55.7,21.4,47.4,11.6,133.2,1,1,4,2,3,6,14:15
2026-03-05,Afternoon,386314,383674,62.0,94.1,4,130539,108522,80283,66968,2,BT202603052,Completed,23,12,8,2,1,451,56.0,20.3,48.0,11.2,135.6,1,2,4,2,1,0,14:00
2026-03-05,Night,351576,355403,66.8,92.3,5,120269,102040,75762,53503,2,BT202603053,Completed,21,7,6,1,7,453,57.8,20.2,40.7,12.3,122.6,1,0,2,0,2,2,10:15
2026-03-06,Morning,406253,414825,64.6,92.2,2,135225,115245,85926,69854,3,BT202603061,In Progress,23,10,8,2,3,445,60.4,17.4,40.0,10.7,137.2,0,1,0,2,1,1,11:00
2026-03-06,Afternoon,379258,394084,64.2,91.4,2,136214,107653,78584,56805,2,BT202603062,Completed,21,10,6,2,3,447,61.7,17.9,40.2,10.9,123.9,1,1,3,2,3,5,14:30
2026-03-06,Night,344873,365046,66.7,92.2,0,111165,100228,71762,61716,2,BT202603063,Completed,22,8,8,3,3,446,60.3,18.0,43.1,10.1,111.4,0,2,2,1,3,4,09:00
2026-03-07,Morning,327306,381474,49.5,72.5,5,109044,103037,61310,53913,2,BT202603071,Completed,22,12,7,2,1,437,56.5,17.3,41.4,10.5,95.4,1,2,1,4,3,2,11:45
2026-03-07,Afternoon,302423,362400,53.2,71.7,4,101798,92070,66835,41719,1,BT202603072,Completed,22,11,6,2,3,451,55.8,18.4,41.0,10.8,118.0,1,1,0,1,3,2,16:30
2026-03-07,Night,304515,335697,48.8,71.3,4,101668,88829,69159,44858,1,BT202603073,On Hold,22,8,8,2,4,447,53.9,18.2,41.0,12.1,119.0,1,3,0,1,2,2,15:00
2026-03-08,Morning,366128,384328,51.1,87.0,3,121039,113597,69945,61545,2,BT202603081,Completed,24,10,8,2,4,455,57.3,17.8,44.5,10.9,116.3,0,0,0,4,1,3,16:45
2026-03-08,Afternoon,358799,365111,50.7,86.6,2,114489,99915,82651,61742,2,BT202603082,On Hold,21,10,7,1,3,447,58.8,16.5,42.4,10.4,109.9,0,0,0,1,3,3,10:45
2026-03-08,Night,293114,338208,46.5,81.9,1,99646,79752,61514,52199,3,BT202603083,Pending,18,5,5,2,6,456,59.7,18.0,46.1,12.8,105.2,0,0,0,1,4,3,15:45
2026-03-09,Morning,398118,399196,60.7,81.4,2,131667,115757,86900,63792,2,BT202603091,In Progress,23,12,7,1,3,430,58.9,17.3,46.6,9.4,114.9,1,0,0,3,0,3,15:00
2026-03-09,Afternoon,378434,379236,54.6,78.3,1,124865,110922,79738,62907,2,BT202603092,Completed,25,12,7,1,5,438,59.2,18.0,46.5,11.3,112.4,1,0,2,0,0,2,11:15
2026-03-09,Night,360031,351292,61.3,75.1,2,121062,97039,79601,62328,1,BT202603093,In Progress,23,10,6,2,5,436,59.2,18.3,43.0,11.5,116.9,0,0,2,3,1,3,14:00
2026-03-10,Morning,428678,417481,57.0,88.8,5,132940,131439,91370,72927,2,BT202603101,Completed,28,14,8,3,3,443,60.0,18.6,40.6,12.6,135.2,1,0,4,0,5,1,09:00
2026-03-10,Afternoon,428348,396607,56.2,87.2,5,148476,115195,94278,70397,2,BT202603102,Completed,25,11,7,4,3,449,59.9,19.7,36.8,11.0,105.7,0,1,0,2,3,5,11:45
2026-03-10,Night,358696,367383,53.8,87.6,5,123665,102109,76033,56887,2,BT202603103,In Progress,23,9,5,1,8,459,60.2,18.4,41.2,11.4,123.6,0,0,0,3,6,3,16:30
2026-03-11,Morning,407820,409825,70.2,95.8,4,139974,126401,83181,58263,1,BT202603111,In Progress,22,11,7,1,3,457,58.1,17.0,41.0,10.4,137.9,2,1,1,3,5,0,14:45
2026-03-11,Afternoon,367955,389333,68.1,95.0,5,129749,108869,75014,54322,1,BT202603112,Completed,22,9,8,2,3,442,59.1,17.3,44.9,11.7,121.3,0,2,3,2,3,3,15:00
2026-03-11,Night,344286,360646,73.2,91.2,4,125013,100745,68087,50439,2,BT202603113,Completed,20,8,5,2,5,449,57.0,17.7,41.9,11.9,132.9,1,2,0,3,2,5,14:00
2026-03-12,Morning,361852,401500,64.5,89.6,4,112315,113755,83864,51916,2,BT202603121,In Progress,21,10,7,2,2,450,59.8,17.3,45.5,13.0,133.7,0,2,0,0,5,2,11:15
2026-03-12,Afternoon,327143,381425,60.6,88.6,4,109845,99094,70555,47647,2,BT202603122,Completed,23,11,6,1,5,461,60.4,17.7,46.2,13.2,130.5,1,0,2,2,1,2,15:15
2026-03-12,Night,315117,353320,63.8,89.5,4,101026,101235,65893,46961,2,BT202603123,Completed,18,8,5,2,3,456,61.6,18.1,42.5,12.4,135.4,0,3,3,1,3,3,16:15
2026-03-13,Morning,304259,402011,45.2,87.8,3,101857,96853,59304,46242,3,BT202603131,On Hold,19,9,5,2,3,457,57.6,18.2,44.8,12.0,126.7,1,0,3,1,1,1,10:00
2026-03-13,Afternoon,262315,381911,45,89.4,3,86646,77227,56957,41484,1,BT202603132,Completed,15,5,5,2,3,460,58.3,17.4,43.7,12.6,103.4,1,0,2,0,2,4,11:00
2026-03-13,Night,275049,353770,54.7,86.0,2,86247,82146,61636,45018,2,BT202603133,On Hold,17,5,4,2,6,456,59.5,17.1,44.7,13.0,118.7,2,1,3,2,1,4,14:00
2026-03-14,Morning,383689,384762,60.6,86.3,4,127970,114554,83398,57765,2,BT202603141,Completed,23,11,8,3,1,455,57.7,19.3,45.4,12.5,117.7,0,2,2,3,3,6,16:30
2026-03-14,Afternoon,377842,365524,62.3,83.5,4,135330,111369,77719,53423,1,BT202603142,In Progress,23,11,8,2,2,463,57.6,19.7,43.0,12.0,113.8,0,2,1,6,2,2,15:00
2026-03-14,Night,327227,338591,61.1,86.3,4,111291,102036,69150,44749,1,BT202603143,Completed,20,7,5,1,7,456,57.2,19.4,44.6,11.5,103.1,1,2,4,3,2,2,10:00
2026-03-15,Morning,381175,370619,61.0,83.2,1,130881,115553,75404,59336,1,BT202603151,Completed,30,16,10,3,1,445,58.8,17.9,51.0,12.5,115.3,0,2,1,3,7,2,15:15
2026-03-15,Afternoon,337245,352088,57.7,83.8,2,115648,91873,76331,53391,2,BT202603152,On Hold,22,11,5,2,4,451,56.9,17.4,53.1,12.8,111.2,2,0,3,3,3,1,16:30
2026-03-15,Night,320692,326145,52.5,82.7,0,110029,95641,62732,52288,2,BT202603153,In Progress,20,9,6,2,3,442,58.2,18.4,50.4,13.5,118.7,2,1,2,4,0,2,10:45
2026-03-16,Morning,371320,417303,66.8,96.6,2,134196,106391,79611,51119,3,BT202603161,In Progress,22,11,7,2,2,451,54.3,17.5,50.5,13.5,122.0,2,1,0,4,1,4,15:30
2026-03-16,Afternoon,348354,396438,63.3,95.8,1,118719,103430,71240,54962,3,BT202603162,In Progress,23,11,8,2,2,455,56.8,18.7,49.0,13.9,133.5,0,2,1,7,3,4,16:15
2026-03-16,Night,338063,367226,62.0,97.8,1,116558,102502,71934,47067,2,BT202603163,On Hold,21,8,6,2,5,443,56.9,17.8,47.1,12.8,116.2,0,2,0,3,2,1,09:00
2026-03-17,Morning,397310,401757,67.0,84.8,3,131686,116705,94710,54207,2,BT202603171,In Progress,26,11,8,4,3,460,56.1,19.8,46.9,13.1,122.9,1,0,1,2,5,4,16:00
2026-03-17,Afternoon,372472,381669,68.7,86.3,3,130533,106900,75738,59299,2,BT202603172,In Progress,23,11,7,3,2,468,54.3,18.2,49.5,14.3,107.2,1,0,4,3,4,2,10:00
2026-03-17,Night,356249,353546,63.6,85.6,2,120673,104940,79853,50781,2,BT202603173,In Progress,19,8,5,2,4,458,55.7,18.8,46.7,14.5,104.1,0,3,1,5,8,4,15:00
2026-03-18,Morning,408599,404371,62.0,82.0,0,134177,118602,89395,66424,1,BT202603181,Completed,23,12,7,2,2,458,54.2,17.4,43.3,12.2,134.5,1,1,2,3,7,4,10:15
2026-03-18,Afternoon,382895,384152,62.3,83.0,0,126126,118586,83395,54786,2,BT202603182,Completed,25,11,9,3,2,458,54.9,18.6,44.0,12.9,136.6,0,0,2,1,7,2,14:15
2026-03-18,Night,347460,355846,60.4,81.8,0,110445,104997,75449,56567,2,BT202603183,Completed,21,8,4,1,8,458,56.4,17.7,43.7,13.8,133.1,0,1,1,1,5,1,11:00
2026-03-19,Morning,403273,401951,72.4,88.9,7,127404,118804,92801,64261,3,BT202603191,On Hold,27,13,7,2,5,438,57.5,17.5,50.8,9.9,110.9,0,2,3,2,3,3,10:00
2026-03-19,Afternoon,403207,381854,69.4,91.6,5,136317,128456,69570,68862,2,BT202603192,Completed,23,13,5,1,4,440,59.4,18.4,48.0,9.8,113.4,0,2,3,3,1,1,14:30
2026-03-19,Night,362643,353717,69.2,88.6,7,132635,104083,71904,54019,2,BT202603193,On Hold,18,8,5,1,4,445,58.8,17.5,50.0,9.9,128.8,0,1,0,4,3,0,11:00
2026-03-20,Morning,402632,406804,59.7,87.3,1,139715,123681,85175,54060,1,BT202603201,On Hold,26,12,7,3,4,469,61.4,16.0,45.9,13.5,107.8,1,1,4,1,4,1,15:30
2026-03-20,Afternoon,392904,386464,60.3,86.5,2,130570,122776,81811,57746,1,BT202603202,Completed,26,14,8,2,2,460,58.6,17.5,47.3,12.1,121.8,1,2,0,4,1,3,14:15
2026-03-20,Night,365254,357988,62.1,86.4,1,127239,107712,80528,49773,2,BT202603203,Completed,16,8,4,1,3,468,60.6,16.3,48.7,14.2,114.6,0,3,2,1,0,1,14:30
2026-03-21,Morning,382399,378099,55.7,79.0,4,129740,102961,83639,66058,1,BT202603211,Completed,24,10,7,2,5,435,55.4,16.9,42.9,11.0,115.4,2,3,2,0,4,2,15:30
2026-03-21,Afternoon,355293,359194,55.3,80.6,4,117355,109480,74621,53835,2,BT202603212,Completed,23,10,8,3,2,439,56.5,18.0,39.1,12.1,129.8,2,2,3,2,2,3,14:15
2026-03-21,Night,332733,332727,54.8,78.3,4,113129,101605,74870,43127,2,BT202603213,Pending,19,7,5,2,5,442,57.6,16.5,46.3,10.9,125.0,0,2,3,2,0,3,16:30
2026-03-22,Morning,359445,383837,53.6,85.9,4,120967,106529,66978,64969,2,BT202603221,Completed,23,11,7,2,3,443,56.7,18.5,45.1,11.2,120.6,0,0,0,1,4,1,15:30
2026-03-22,Afternoon,354196,364645,54.6,85.7,3,111220,108975,79135,54864,2,BT202603222,In Progress,26,11,7,3,5,443,57.5,17.7,47.6,11.6,117.0,1,3,4,3,1,4,16:15
2026-03-22,Night,305556,337776,56.6,85.7,2,107556,87926,59161,50911,2,BT202603223,On Hold,20,8,5,2,5,443,57.7,17.7,41.8,11.9,124.4,0,3,0,1,2,1,16:30
2026-03-23,Morning,401515,435165,68.7,86.8,3,143225,109019,88334,60935,2,BT202603231,In Progress,22,11,8,2,1,453,61.1,18.2,45.4,11.7,114.5,0,1,1,1,3,1,11:00
2026-03-23,Afternoon,388799,413407,74.0,85.4,2,132554,112656,83277,60311,1,BT202603232,Completed,21,9,7,2,3,453,61.1,17.8,47.2,11.2,111.2,0,2,0,0,0,2,15:45
2026-03-23,Night,353502,382945,65.8,85.4,3,122613,96427,71456,63004,2,BT202603233,In Progress,20,7,7,1,5,462,62.2,17.5,45.5,11.6,117.5,0,0,2,1,3,0,14:00
2026-03-24,Morning,419858,415120,68.1,91.4,2,142110,124675,85352,67719,2,BT202603241,Completed,26,13,8,4,1,451,58.3,18.9,42.3,10.6,110.6,0,1,0,1,3,2,11:00
2026-03-24,Afternoon,419046,394364,70.1,91.8,2,138865,128886,86224,65070,1,BT202603242,On Hold,24,12,7,3,2,451,58.4,18.3,41.1,10.5,103.2,0,0,0,2,5,0,16:30
2026-03-24,Night,377016,365306,68.2,91.1,3,120764,116318,79111,60821,2,BT202603243,On Hold,22,10,6,1,5,468,57.5,18.3,44.4,11.3,101.2,0,2,1,0,5,3,10:00
2026-03-25,Morning,378061,393732,57.7,83.5,4,121914,117451,77858,60836,2,BT202603251,Completed,26,15,7,2,2,452,58.7,17.0,41.3,10.9,126.1,2,0,4,5,3,0,14:15
2026-03-25,Afternoon,403356,374045,55.5,82.9,5,135866,121064,86411,60013,2,BT202603252,Pending,26,12,9,4,1,458,60.1,17.6,44.5,9.8,127.7,1,2,1,1,3,1,14:30
2026-03-25,Night,342904,346484,56.6,79.5,4,105739,103450,74615,59098,2,BT202603253,Completed,22,8,6,3,5,461,57.5,18.0,46.0,10.2,125.8,1,2,3,0,6,0,09:00
2026-03-26,Morning,367533,408468,69.9,89.3,6,118277,111521,75566,62167,2,BT202603261,In Progress,24,13,7,2,2,458,61.0,17.8,44.2,12.0,122.3,0,0,2,1,5,2,15:30
2026-03-26,Afternoon,349890,388045,65.4,88.3,6,115447,112857,68790,52794,2,BT202603262,In Progress,20,8,6,2,4,457,59.3,17.2,46.2,11.4,115.6,0,3,3,3,5,6,15:00
2026-03-26,Night,320625,359452,66.6,82.3,5,108348,92349,67033,52893,2,BT202603263,On Hold,18,6,4,2,6,453,59.0,18.5,48.8,12.6,119.5,0,1,1,2,1,0,15:15
2026-03-27,Morning,401749,409951,65.2,83.1,2,128957,118168,84263,70360,1,BT202603271,In Progress,28,15,10,4,0,459,56.7,18.4,43.2,13.7,134.8,2,0,2,0,0,2,15:00
2026-03-27,Afternoon,389166,389453,60.7,79.7,1,136024,110467,82175,60498,2,BT202603272,On Hold,23,10,6,4,3,454,57.9,18.5,45.6,11.8,121.9,0,3,1,0,2,5,15:15
2026-03-27,Night,355360,360757,66.2,75.3,1,114222,108359,72836,59941,2,BT202603273,Completed,22,9,6,2,5,461,57.5,18.8,45.6,12.2,137.8,0,2,3,1,3,3,09:00
2026-03-28,Morning,348590,372558,57.0,79.8,1,118369,105682,67170,57366,3,BT202603281,Pending,26,12,8,3,3,475,58.1,19.3,41.0,11.6,108.9,0,3,1,3,3,5,11:30
2026-03-28,Afternoon,363214,353930,53.6,78.0,0,123888,109106,77039,53179,2,BT202603282,Completed,22,10,6,3,3,462,56.1,18.5,44.2,13.0,129.7,0,0,2,2,7,6,15:15
2026-03-28,Night,334990,327851,57.6,76.5,0,111731,97397,68706,57154,2,BT202603283,Pending,19,7,6,2,4,466,59.3,18.2,40.9,11.6,109.9,0,2,0,4,1,1,11:00
2026-03-29,Morning,399396,386290,64.4,84.3,2,137255,122501,80532,59107,1,BT202603291,Completed,28,14,7,4,3,448,54.9,16.3,50.9,12.5,124.7,0,0,0,0,1,0,15:15
2026-03-29,Afternoon,374303,366975,66.7,79.7,3,127254,110102,85839,51105,3,BT202603292,On Hold,24,11,5,1,7,449,57.5,16.3,50.1,10.1,133.3,0,0,4,4,4,3,11:00
2026-03-29,Night,349417,339935,68.2,81.7,3,121878,101578,73574,52385,2,BT202603293,Completed,15,6,5,1,3,438,58.2,16.5,51.2,10.1,138.9,2,1,0,3,0,4,14:30
2026-03-30,Morning,423046,403594,62.7,80.3,2,148905,114608,95318,64213,2,BT202603301,In Progress,28,15,8,2,3,458,56.7,16.8,45.6,11.5,125.7,1,2,1,3,3,0,15:45
2026-03-30,Afternoon,350768,383415,62.0,79.0,2,125643,98625,73387,53111,2,BT202603302,In Progress,22,12,5,2,3,457,58.3,17.6,47.4,11.5,112.9,0,0,2,1,3,2,14:00
2026-03-30,Night,352386,355163,56.8,82.9,2,114291,104056,73071,60966,2,BT202603303,On Hold,21,9,5,2,5,467,57.1,17.9,47.9,13.1,127.0,0,2,0,2,2,6,14:00
2026-03-31,Morning,413734,405011,69.1,77.0,3,139909,118391,88117,67315,2,BT202603311,Completed,26,13,9,1,3,455,59.7,19.7,44.3,10.5,113.6,0,0,0,4,6,1,09:00
2026-03-31,Afternoon,425956,384760,69.9,75.3,3,144072,130302,80843,70737,2,BT202603312,Completed,24,12,7,3,2,470,59.2,19.4,44.7,10.5,112.9,0,0,0,3,5,2,15:15
2026-03-31,Night,349486,356410,68.8,76.9,5,122026,105858,69314,52286,2,BT202603313,On Hold,21,10,5,2,4,460,57.2,18.9,42.3,9.3,118.8,0,1,0,0,2,2,14:00
2026-04-01,Morning,327613,417202,55.1,85.4,3,110251,98775,67749,50837,1,BT202604011,Completed,20,10,5,1,4,443,57.7,17.0,47.0,12.9,103.0,0,1,0,3,2,2,14:15
2026-04-01,Afternoon,298078,396342,50.5,84.1,3,99676,92285,62988,43127,2,BT202604012,In Progress,16,8,5,2,1,445,58.1,18.3,46.9,13.2,103.7,1,2,1,5,8,0,11:15
